id,date_obs,best_poly,extra_poly,root,note
7ATN,05.01.2011,3.441751216733736e-20;-3.001260759935908e-16;1.1057752877315927e-12;-2.2450264625826986e-09;2.7424327893720194e-06;-0.0020597007076777595;0.9300388665777329;-230.37306063209738;23923.750015219488,2.4424906541753444e-15;-1.457167719820518e-16;0.0016271688533080395;-7.322259839886168e-05;1.9037875583704027e-06;-3.4658696575461176e-08;4.764699081525924e-10;-5.143887537520028e-12;4.462510580197288e-14;-3.154673614350954e-16;1.831743732862431e-18;-8.765332103469786e-21;3.454497966128111e-23;-1.1160824796871938e-25;2.9289472731931e-28;-6.150637593370285e-31;1.009757660211574e-33;-1.2495570473290579e-36;1.0969738529658999e-39;-6.094299183143889e-43;1.6122484611491775e-46,415.6076418094232,calib for SG
